ID	LANG	TEXT	CONSTR
7430	DE	In diesem Theater hatte er in Sachen Akustik nichts mehr mit dem ehrenwerten Arkadi Apollonowitsch Semplejarow zu tun . Dieser war kurzerhand nach Brjansk versetzt und zum Leiter einer Pilzaufkaufsstelle ernannt worden .	zu tun haben
7430	IT	In quel teatro non gli capitò piú di incontrare per i problemi acustici l'egregio Arkadij Apollonovi Semplejarov. In quattro e quattr'otto questi era stato trasferito a Brjansk e nominato direttore del centro di lavorazione dei funghi.	gli capitò piú
7430	ES	En ese teatro ya no tuvo que enfrentarse con el respetable Arcadio Apolónovich Sempleyárov sobre los problemas acústicos. Este había sido trasladado rápidamente a Briansk y nombrado director de un centro de preparación de setas.	tener que
7430	FR	Dans ce théâtre, il n’eut plus à se préoccuper de questions d’acoustique avec le très honorable Arcadi Apollonovitch Simpleïarov. Quant à celui-ci, il fut séance tenante muté à Briansk, en qualité de directeur d’une petite conserverie de champignons.	avoir à
7430	UK	У цьому театрі йому вже не довелося стрічатися в справах акустики з шановним Аркадієм Аполлоновичем Семплеяровим. Того в три миги перекинули до Брянська й призначили на завідувача грибозаготівельного пункту.	доведеться
41	RU	Вот на это - то и нужно сделать главный упор ...	нужно
41	EN	It 's on this that the main emphasis should be placed ... '	should
41	DE	In dieser Richtung mußt du den Hauptstoß führen . "	müssen
41	IT	E questo il punto sul quale devi insistere...	dovere
41	ES	Esto es lo que hay que dejar bien claro...	dejar
41	FR	C’est là-dessus, principalement, qu’il faut mettre l’accent…	il faut
41	UK	Ось на цім і треба зробити головний наголос…	треба
76	RU	« А какого черта ему надо ? » – подумал Бездомный и нахмурился .	надо
76	EN	 What the devil does he want ? ' thought Homeless , frowning .	want
76	DE	Was zum Donnerwetter will er eigentlich ? dachte Besdomny und runzelte die Stirn .	wollen
76	IT	«Che diavolo vuole costui?», pensò Bezdomnyj e aggrottò la fronte.	volere
76	ES	¿Qué diablos querrá este?, pensó Desamparado frunciendo el entrecejo.	querrá este
76	FR	« En quoi diable est-ce que ça le regarde ! » songea Biezdomny en fronçant les sourcils.	que ça le regarde
76	UK	«І якого дідька йому треба?» — подумав Бездомний і насупився.	треба
111	RU	– Виноват , – мягко отозвался неизвестный , – для того , чтобы управлять , нужно , как - никак , иметь точный план на некоторый , хоть сколько - нибудь приличный срок . Позвольте же вас спросить , как же может управлять человек , если он не только лишен возможности составить какой - нибудь план хотя бы на смехотворно короткий срок , ну , лет , скажем , в тысячу , но не может ручаться даже за свой собственный завтрашний день ?	нужно
111	EN	` Pardon me , ' the stranger responded gently , ' but in order to govern , one needs , after all , to have a precise plan for certain , at least somewhat decent , length of time . Allow me to ask you , then , how man can govern , if he is not only deprived of the opportunity of making a plan for at least some ridiculously short period - well , say , a thousand years - but can not even vouch for his own tomorrow ?	one needs
111	DE	, Entschuldigung " , antwortete der Unbekannte sanft , " um das alles zu lenken , bedarf es schließlich eines genauen Planes für einen halbwegs angemessenen Zeitraum . Gestatten Sie zu fragen , wie soll ein Mensch das alles lenken , wenn er nicht nur der Möglichkeit ermangelt , einen Plan selbst für eine so lächerliche Frist von , sagen wir , tausend Jahren aufzustellen , sondern auch nicht einmal sicher sein kann , was ihm selber der morgige Tag bringt ?	bedarf es
111	IT	- Mi perdoni, - replicò con dolcezza lo sconosciuto, per dirigere bisogna avere un piano esatto per un periodo abbastanza lungo. Mi permetta perciò di chiederle come può l'uomo dirigere, se non solo gli manca la possibilità di fare un piano perfino per un periodo ridicolmente breve, come, diciamo, un millennio, ma non è neppure in grado di rispondere del proprio domani!	bisognare
111	ES	—Perdone usted —dijo el desconocido suavemente—, para dirigir algo es preciso contar con un futuro más o menos previsible; y dígame: ¿cómo podría estar este gobierno en manos del hombre que no solo es incapaz de elaborar un plan para un plazo tan irrisorio como mil años, sino que ni siquiera está seguro de su propio día de mañana?	lexical
111	FR	– Pardonnez-moi, dit doucement l’inconnu, mais pour gouverner, encore faut-il être capable de prévoir l’avenir avec plus ou moins de précision, et pour un délai tant soit peu acceptable. Or – permettez-moi de vous le demander –, comment l’homme peut-il gouverner quoi que ce soit, si non seulement il est incapable de la moindre prévision, ne fût-ce que pour un délai aussi ridiculement bref que, disons, un millier d’années, mais si, en outre, il ne peut même pas se porter garant de son propre lendemain ?	il faut
